review,appName,platform,sentiment,cleaned_reviews,encoded_sentiment,review_length,category
افيدوني ليش الفلاتر ماتفتح؟؟!,Snapchat,android,negative,افيدوني ليش الفلاتر ماتفتح؟,0,28,Social Media
أفضل برنامج من نوعه,Telegram Messenger,ios,positive,افضل برنامج من نوعه,1,19,Social Media
انهو برنامج رائع جدا جدا الف شكر,StreamKar Live Streaming Live Chat Live Video,android,positive,انهو برنامج رائع جدا جدا الف شكر,1,32,Live Streaming
ضيفو اللغه العربيه,Homescapes,ios,positive,ضيفو الغه العربيه,1,17,Gaming
يخرج من التطبيق بمجرد فتحه وتتبع الشحنات زينوه ماتشوفون الناس تشتكي نبي نشيك على شحناتنا حسبي الله عليكم,Saudi Post App,ios,negative,يخرج من التطبيق بمجرد فتحه وتبع الشحنات زينوه ماتشوفون الناس تشتكي نبي نشيك علي شحناتنا حسبي اله عليكم,0,102,Government Services
"ماتوقع في تطبيقات تخدم مثل ابشر
خلال سنوات معدودة سابقنا الكل ودخلنا عالم التكنولوجيا من كل ابوابها لهذا يتم محاربتنا ، الاعداء ارعبهم تطورنا
ممكن بهذا التطبيق ان كان مكفولك جاه ظرف طاري وانت بالسيارة تصدرله خروج وعوده ، وممكن تحدث بيانات جواز المكفول وغيره كثيرررر رر",Absher App,ios,positive,ماتوقع في تطبيقات تخدم مثل ابشر خلال سنوات معدوده سابقنا الكل ودخلنا عالم التكنولوجيا من كل ابوابها لهذا يتم محاربتنا ، الاعداء ارعبهم تطورنا مكن بهذا التطبيق ان كان مكفولك جاه ظرف طاري وانت بالسياره تصدرله خروج وعوده ، ومكن تحدث بيانات جواز المكفول وغيره كثير ر,1,262,Government Services
"برنامج رائع 
خلانا نشوف الحبايب من بعد غيبه",Tango Live Video Broadcasts,ios,positive,برنامج رائع خلانا نشوف الحبايب من بعد غيبه,1,43,Live Streaming
التطبيق ممتاز اعطيه ٤،٩٩ من ٥ وليش يبون يحذفونه ؟,Absher App,ios,positive,التطبيق متاز اعطيه ، من وليش يبون يحذفونه ؟,1,47,Government Services
غااالي والمنتجات ما يمديك تشوف التقييم,Amazon Shopping made easy,ios,negative,غالي والمنتجات ما يمديك تشوف التقيم,0,35,Shopping
افضل تطبيق يخدم جميع المواطنين والمقيمين,Absher App,ios,positive,افضل تطبيق يخدم جميع المواطنين والمقيمين,1,40,Government Services
مشكلة في طريقة الشحن يعني لازم بطاقة ااتمان وماعندي ياريت لو الشحن فوري كان اسهل,Lamour Live Random Video Chat,android,positive,مشكله في طريقه الشحن يعني لازم بطاقه اتمان وماعندي ياريت لو الشحن فوري كان اسهل,1,79,Social Meeting
اين القطع النادره التى بالوحوش...اقتل وحش لفل3 يعطينى موارد وبعض المسرعات القليله يجب بضغطه زر انهاء مهام المدير ومهام التحالف اعطاء الاعبين المجانين بعض الجواهر او المجلدات لفتح ت5 الذي لم تفتحه وانا لاعب مجانى...انتم تعاقبونى منذ أن تقدمت لكم باقتراحى الاتصال سيء للغايه برغم ان النت سريع لدى ...لماذا تعاقبونى ...انصح الجميع بعدم تحميلها ..ومازالت احتفظ بتعليقى ومستوى اللعبه نجمه واحده حتى ترجعون اللعبه سريعه منذ قبل,Lords Mobile: Kingdom Wars,android,negative,اين القطع النادره التي بالوحوشاقتل وحش لفل يعطيني موارد وبعض المسرعات القليله يجب بضغطه زر انهاء مهام المدير ومهام التحالف اعطاء الاعبين المجانين بعض الجواهر او المجلدات لفتح ت الذي لم تفتحه وانا لاعب مجانيانتم تعاقبوني منذ ان تقدمت لكم باقتراحي الاتصال سيء لغايه برغم ان النت سريع لدي لماذا تعاقبوني انصح الجميع بعدم تحميلها ومازالت احتفظ بتعليقي ومستوي العبه نجمه واحده حتي ترجعون العبه سريعه منذ قبل,0,409,Gaming
"سهولة الاستخدام والراحة من عناء مراجعة الدوائر الحكومية كافية لنجاح البرنامج 
جزا الله خيراً لمن ابتكره وطوره",Absher App,ios,positive,سهوله الاستخدام والراحه من عناء مراجعه الدوائر الحكوميه كافيه لنجاح البرنامج جزا اله خيرا لمن ابتكره وطوره,1,107,Government Services
جميل جدا جدا جدا جدا ,Join Clash 3D,android,positive,جميل جدا جدا جدا جدا,1,21,Gaming
من افشل الشركات في خدمة عملائها,ALKAHRABA Saudi ELectricity Company app,ios,negative,من افشل الشركات في خدمه عملائها,0,31,Electricity & Energy
خدمههه سيئه ولافيه احد نتعامل معه زي الااوادم فاشلينن حرفيااً سيئين سيئين سيئين سيئين سيئين سيئين سيئيييييييينننننننننننننن للغااايهه يعنيي اطلب طلب وادفع فلوس من ابل بلي في واسكككك من الساعه ٨ الصباح لساعه ١٢ اظهر مافيه مندوووبببببب خيرر انشاءلله ياناس اذا منتو ملاحقينن لاتفتحوننن طيبي ناسس غريبب,ToYou Food & Transportation,ios,negative,خدمه سيئه ولافيه احد نتعامل معه زي الاوادم فاشلين حرفيا سيئين سيئين سيئين سيئين سيئين سيئين سيئين لغايه يعني اطلب طلب وادفع فلوس من ابل بلي في واسك من الساعه الصباح لساعه اظهر مافيه مندوب خير انشاءله ياناس اذا منتو ملاحقين لاتفتحون طيبي ناس غريب,0,250,Food Delivery
نننن ززززز عععععع ففففف,Hitmasters,android,negative,ن ز ع ف,0,7,Gaming
اللعبه مررررررررررره حلوه يا رب تخلون كل العابكم مجانا ,My Town : Hotel Free,android,positive,العبه مره حلوه يا رب تخلون كل العابكم مجانا,1,44,Gaming
واو كثير حلوا,ﺷﺎﻫﺪ Shahid,android,negative,واو كثير حلوا,0,13,Entertainment
البرنامج مو طبيعي التعليق اللي فيه نبي نطلع صلحوه,"""Tawakkalna"" App",ios,negative,البرنامج مو طبيعي التعليق الي فيه نبي نطلع صلحوه,0,48,Government Services
يرحم امكم وقفوااااا إعلانات🤬,Rise of Kingdoms: Lost Crusade,android,negative,يرحم امكم وقفوا اعلانات,0,24,Gaming
"للاسف شركة كبيرة لا يليق فيها هذا التطبيق السيء 
كان بالسابق اكثر سهولة",ALKAHRABA Saudi ELectricity Company app,ios,negative,لاسف شركه كبيره لا يليق فيها هذا التطبيق السيء كان بالسابق اكثر سهوله,0,70,Electricity & Energy
الله حسيبي عليهم واسعارهم المبالغ فيها ومساحات جحور والمواقع يختارونها تغليب وتصعيب على المواطن في اخر الدنيا والنجمه عشلن اقدر انشر التعليق فقط اللا ما تستاهلونها,Sakani,android,negative,اله حسيبي عليهم واسعارهم المبالغ فيها ومساحات جحور والمواقع يختارونها تغليب وتصعيب علي المواطن في اخر الدنيا والنجمه عشلن اقدر انشر التعليق فقط الا ما تستاهلونها,0,161,Government Services
لعبة صراحه من الاخر جميله جداا من ناحية التحالف وقهزيمة التحالفات الثانية وانصح الجميع يجربها للي يحب العاب الجماعية الاستراتجية,Rise of Kingdoms,ios,positive,لعبه صراحه من الاخر جميله جدا من ناحيه التحالف وقهزيمه التحالفات الثانيه وانصح الجميع يجربها لي يحب العاب الجماعيه الاستراتجيه,1,126,Gaming
افضل برنامج سكان وتصوير في العالم,CamScanner: PDF Scanner App,ios,positive,افضل برنامج سكان وتصوير في العالم,1,33,Utilities
لماذا لا يعمل التطبيق,Reporting Trade Violations app,ios,negative,لماذا لا يعمل التطبيق,0,21,Government Services
حتى بعد التحديث لا يعمل,موارد Mawared,android,negative,حتي بعد التحديث لا يعمل,0,23,Government Services
التطبيق يطفى فجاة بعد التحديث الاخير,mystc KSA,ios,negative,التطبيق يطفي فجاه بعد التحديث الاخير,0,36,Other
سيئ جدا ولا يعمل عند تشغيل التطبيق تظهر اشارة مفتاح بالأعلى ولا يعمل نهائيا,SuperVPN Free VPN Client,android,negative,سيئ جدا ولا يعمل عند تشغيل التطبيق تظهر اشاره مفتاح بالاعلي ولا يعمل نهائيا,0,75,Utilities
"للأسف الشديد 
من المفترض ان يكون تطبيق الهيئة أسهل تطبيق 
احاول في تجديد العضوية و لم استطع 
بسبب التعقيد 
بعد الدخول هناك ملاحظة  
يطلب تزيل الشهادة لا يفتح الصور",Saudi Council Of Engineers App,ios,negative,لاسف الشديد من المفترض ان يكون تطبيق الهيئه اسهل تطبيق احاول في تجديد العضويه و لم استطع بسب التعقيد بعد الدخول هناك ملاحظه يطلب تزيل الشهاده لا يفتح الصور,0,160,Government Services
شكرا لكم خلوه مجان ونا اتمنى تخلون جميع مجان لكن ماتحمل يومن احاول وما تتحمل,My Town : Beach Picnic,android,negative,شكرا لكم خلوه مجان ونا اتمني تخلون جميع مجان لكن ماتحمل يومن احاول وما تحمل,0,75,Gaming
